region,year,gap_pp,yield_linerr_pp,land_defn_pp,L_hat
north_america,26,0.25828797054727737,-0.2580090164640003,0.5260920078199449,0.005826756999126728
north_america,27,0.2591462542528733,-0.25768238889128936,0.5266405186179934,0.005832812615866521
north_america,28,0.25997225793038536,-0.25736875202679865,0.5271691488590413,0.00583864871102158
north_america,29,0.2607675890199501,-0.2570673836691406,0.5276788093594442,0.005844275344164393
north_america,30,0.26153365452891153,-0.2567776678229827,0.52817031414083,0.005849701505870227
europe,1,0.9763471199385143,0.410625660770092,0.5801854459219546,0.0062849879399445195
europe,2,0.023315575074467354,-0.5294965113456285,0.5727288085455307,0.006204482198602572
europe,3,0.13551806798910437,-0.44548358688855094,0.6022810520365907,0.0065235025393069294
europe,4,0.18832736189029475,-0.4093329364414311,0.6198580568915313,0.006713196518181912
europe,5,0.2260672345544501,-0.38361397126612795,0.6325551934101004,0.006850201980796699
europe,6,0.25333192540148985,-0.3651087995960145,0.6418150354165153,0.006950105351100255
europe,7,0.27326444733782873,-0.35165006260772236,0.6486634109376777,0.007023984757070465
europe,8,0.28806252738683424,-0.34172135336189013,0.6538178251475957,0.0070795860376680906
europe,9,0.2992558158183223,-0.3342678980344127,0.6577789714553806,0.007122313127575695
europe,10,0.30790939676652584,-0.3285556515769783,0.6608961868887153,0.00715593573211634
europe,11,0.3147652424585812,-0.32407349476153424,0.6634132382111302,0.0071830840147129186
europe,12,0.32034056973400116,-0.32046529824584224,0.6655003035879847,0.0072055939737273676
europe,13,0.3249962346786428,-0.31748271686991014,0.6672762852482306,0.007224748321203458
europe,14,0.3289842966026968,-0.31495237943967025,0.6688243638932168,0.007241444362167059
europe,15,0.3324810989006721,-0.3127530786595445,0.6702028360472623,0.00725631094247599
europe,16,0.3356102790284532,-0.310799910215398,0.6714526621728112,0.007269789891732801
europe,17,0.3384587748962886,-0.3090332421819886,0.6726027226558573,0.007282192729248254
europe,18,0.3410879602976147,-0.30741104269393915,0.6736734772009534,0.007293740141905048
europe,19,0.3435413923305264,-0.3059035428239709,0.6746795124471738,0.007304589466584623
europe,20,0.34585020212862805,-0.30448952348129943,0.6756313155568128,0.0073148538219684825
europe,21,0.34803684619396646,-0.30315373184597316,0.6765365089941078,0.007324615427721777
europe,22,0.3501177172509973,-0.3018850834788922,0.6774007102646085,0.007333934877986595
europe,23,0.3521049616702965,-0.3006754109622922,0.6782281306207949,0.007342857599118723
europe,24,0.35400774487898135,-0.29951859274005566,0.6790219920890017,0.007351418347723856
europe,25,0.3558331327018549,-0.2984099464623524,0.6797848180484234,0.007359644344783941
europe,26,0.35758670546702787,-0.29734580635714103,0.6805186358008308,0.007367557460509154
europe,27,0.3592729861575106,-0.29632322864542315,0.6812251178827555,0.007375175738470142
europe,28,0.36089573915722983,-0.29533978605510436,0.6819056807365165,0.007382514459818935
europe,29,0.3624581789330672,-0.29439342434093296,0.6825615536967478,0.007389586887343187
europe,30,0.36396311602615583,-0.2934823619610838,0.683193827308326,0.007396404786603455
east_asia,1,-0.05945564276922388,-0.19237136509845376,0.13442114252484316,0.001492342737419238
east_asia,2,0.3092347606423296,0.11707280903511252,0.19445200417278485,0.0021580145990448716
east_asia,3,0.3478458283161068,0.14958765515373784,0.20063123535780658,0.002226507371046179
east_asia,4,0.35364871577051593,0.15424996875991193,0.20179067564183306,0.0022393584401476326
east_asia,5,0.3564587024181054,0.15643461874036424,0.2024272385779513,0.002246413934807956
east_asia,6,0.3583154282182255,0.15785733860441686,0.202869265888328,0.0022513132160095982
east_asia,7,0.35958550403404343,0.1588147790017258,0.20318784319321992,0.002254844202735635
east_asia,8,0.3604617924628184,0.15946059022400316,0.20342284436580815,0.0022574488553861577
east_asia,9,0.361071550689096,0.15989597347221274,0.20360076832417473,0.002259420883603194
east_asia,10,0.36150051709253894,0.1601890860981614,0.20373949588634588,0.0022609584738278636
east_asia,11,0.361806552946109,0.16038590739334557,0.20385111214817897,0.0022621955734248387
east_asia,12,0.3620287164158853,0.16051745839670284,0.20394379196364554,0.0022632227895109346
east_asia,13,0.36219338111883603,0.16060466985761135,0.20402307172560086,0.002264101485276498
east_asia,14,0.36231836465632217,0.16066166693833317,0.2040927075294796,0.002264873291712061
east_asia,15,0.36241571375055237,0.16069798510027766,0.20415525411157098,0.002265566524402775
east_asia,16,0.3624935827411857,0.16072006464746824,0.2042124553457203,0.0022662005116676166
east_asia,17,0.36255750040879997,0.160732258603824,0.2042655076077704,0.002266788513594762
east_asia,18,0.3626112242264834,0.16073751233324218,0.2043152373895074,0.0022673396906428655
east_asia,19,0.36265731637705745,0.16073782178589457,0.20436222108255464,0.0022678604312746497
east_asia,20,0.3626975321527115,0.1607345424691764,0.20440686576548295,0.0022683552473675207
east_asia,21,0.3627330818500418,0.160728597767279,0.20444946369631012,0.0022688273781815305
east_asia,22,0.36276480737135186,0.16072061939915727,0.2044902290749162,0.0022692791978176706
east_asia,23,0.36279330131894216,0.1607110421227742,0.20452932285111025,0.002269712490178157
east_asia,24,0.36281898731858053,0.16070016759347494,0.20456686947205593,0.002270128634588293
east_asia,25,0.36284217420261555,0.16068820742560774,0.20460296819502233,0.0022705287311789598
east_asia,26,0.36286309256979843,0.16067531223393772,0.20463770073484433,0.002270913685648769
east_asia,27,0.36288191946224346,0.16066159122235524,0.20467113643991564,0.0022712842666327776
east_asia,28,0.36289879503141886,0.16064712540012627,0.2047033358014705,0.00227164114459557
east_asia,29,0.3629138338012483,0.1606319765012354,0.20473435283803187,0.002271984918260859
east_asia,30,0.36292713228907036,0.1606161930071015,0.2047642367211555,0.0022723161326313173
south_asia,1,1.5378843437268253,0.8667138720061418,0.6904035674161202,0.007811236167634445
south_asia,2,-0.31645380769173004,-0.9738685434719674,0.6911448184685476,0.007819586095912375
south_asia,3,-0.02098271358978998,-0.7437974942900993,0.7607728417768911,0.008603573237933204
south_asia,4,0.06722242210649432,-0.6788643842403741,0.7857525427981349,0.008884668368229442
south_asia,5,0.1251287031860726,-0.6370101576345766,0.8030297008842391,0.009079035518959477
south_asia,6,0.16722860363974634,-0.606668912902042,0.8156990757689719,0.009221538483538197
south_asia,7,0.19826904500167553,-0.5843700136553442,0.8251258931256666,0.009327554974019698
south_asia,8,0.22154041822400883,-0.5677173066232166,0.8322690345074601,0.009407880264104709
south_asia,9,0.23934032553993845,-0.5550373624118587,0.8377987646506879,0.009470057637489758
south_asia,10,0.2532683397111102,-0.5451653911417664,0.842182472020192,0.00951934583180041
south_asia,11,0.2644380450867345,-0.537290711694316,0.845746031990724,0.009559410699709146
south_asia,12,0.27362521996118216,-0.5308487473745349,0.8487167976802157,0.009592809448274158
south_asia,13,0.2813710063329977,-0.5254458399837181,0.8512536031837881,0.009621328423951076
south_asia,14,0.28805362765390585,-0.520806991747047,0.8534676576418487,0.009646218262208251
south_asia,15,0.2939381922349549,-0.5167395796797258,0.8554370746419515,0.009668357365787878
south_asia,16,0.29921125598838527,-0.513108176582211,0.8572169660105544,0.009688365454617527
south_asia,17,0.3040047987861838,-0.5098170858749862,0.8588464497661707,0.009706682390870271
south_asia,18,0.30841285332466883,-0.5067982296542817,0.8603535138093532,0.009723622879812809
south_asia,19,0.3125030371923465,-0.5040027498173227,0.861758390823697,0.009739414423543523
south_asia,20,0.3163245506493273,-0.5013951837474218,0.863075900054211,0.009754223654713425
south_asia,21,0.3199137241653549,-0.4989494247559567,0.8643170724266902,0.009768174610375732
south_asia,22,0.32329786749054623,-0.49664591960859594,0.8654902786471741,0.009781361416537153
south_asia,23,0.32649794145075406,-0.49446972347214624,0.8666020126536278,0.009793857097147475
south_asia,24,0.3295304137323263,-0.49240914913423195,0.8676574360911404,0.009805719695934875
south_asia,25,0.3324085490354789,-0.4904548281287058,0.8686607570807636,0.009816996535037242
south_asia,26,0.3351433071098642,-0.48859905739216947,0.8696154940773582,0.009827727181619722
south_asia,27,0.3377439689143391,-0.48683534388068717,0.8705246600290373,0.009837945518414284
south_asia,28,0.3402185742232722,-0.48515808646629743,0.8713908912454604,0.0098476811926232
south_asia,29,0.34257422842108864,-0.48356235306472595,0.8722165378945768,0.00985696063341301
south_asia,30,0.344817318498547,-0.48204372385660665,0.8730037278549929,0.009865807769854483
southeast_asia,1,0.39843499943587046,-0.17099791589539892,0.5880043346587982,0.006656994844918367
southeast_asia,2,-0.12024044072557194,-0.6615742358374255,0.5614575861931259,0.006357517090237797
southeast_asia,3,-0.021969220831452585,-0.5954808183507243,0.5954056068593117,0.006740471788832873
southeast_asia,4,0.049540066368547464,-0.5464786752787498,0.6191688601995038,0.007008438379181072
southeast_asia,5,0.1017760247688515,-0.5108434014237218,0.6367193945941318,0.007206295594098834
southeast_asia,6,0.1403554121100159,-0.4847059880562554,0.6498887750698179,0.007354732788191302
southeast_asia,7,0.16919556194787688,-0.46533822171607175,0.6599256779320939,0.007467846056728631
southeast_asia,8,0.1910810703248944,-0.45079799648862773,0.6677165499883841,0.00755563727612847
southeast_asia,9,0.20798919462573506,-0.439705504390675,0.6738909437676632,0.007625207130231316
southeast_asia,10,0.2213216140565244,-0.43108241565440464,0.6788954474381326,0.0076815912978321875
southeast_asia,11,0.23207114168175558,-0.4242358628684717,0.683046733839987,0.007728359835561231
southeast_asia,12,0.24094092545746681,-0.41867534136622586,0.6865694480184148,0.007768044936869397
southeast_asia,13,0.24842926290163936,-0.4140535112983845,0.6896231479023962,0.007802444936317236
southeast_asia,14,0.25488974625564875,-0.410124184034133,0.6923214021838264,0.007832839730895574
southeast_asia,15,0.2605738156526427,-0.40671258052279446,0.6947452999497505,0.007860143123586683
southeast_asia,16,0.26566081854396684,-0.40369431378597387,0.6969529934427454,0.0078850104111792
southeast_asia,17,0.2702792209373195,-0.4009805541963729,0.6989864321882866,0.007907914294651432
southeast_asia,18,0.27452156434071284,-0.3985075671588123,0.7008761121167773,0.007929198407041656
southeast_asia,19,0.2784550077902681,-0.3962293383487525,0.7026444235304297,0.007949115045129582
southeast_asia,20,0.28212875626578704,-0.39411237698778745,0.7043080108932287,0.007967851762315525
southeast_asia,21,0.28557929464092524,-0.3921320544665763,0.7058794361176624,0.007985550111336883
southeast_asia,22,0.2888340756581953,-0.3902700247380264,0.70736835112859,0.008002318856634404
southeast_asia,23,0.2919141191021102,-0.38851240664594666,0.7087823247794001,0.008018243291616083
southeast_asia,24,0.29483584429145226,-0.38684850279850913,0.7101274263439317,0.008033391812942487
southeast_asia,25,0.2976123627681071,-0.3852698962185319,0.7114086375880291,0.008047820563289218
southeast_asia,26,0.3002543909335742,-0.38376981296732726,0.7126301441247263,0.008061576713966815
southeast_asia,27,0.30277089509935795,-0.38234267202520433,0.7137955417522379,0.008074700789665223
southeast_asia,28,0.30516954811642405,-0.38098376701743986,0.7149079829068983,0.008087228318498802
southeast_asia,29,0.3074570533048493,-0.3796890407821052,0.7159702809214297,0.008099191006680464
southeast_asia,30,0.30963937490221527,-0.378454925327254,0.7169849845424459,0.008110617578128794
latin_america,1,0.7235696764272936,0.19377107905947932,0.5387041962588768,0.0063147186308945575
latin_america,2,-0.03143100989935199,-0.5043572440158295,0.48398680161907404,0.005675405715465918
latin_america,3,0.009859198343908915,-0.49196946976175493,0.5140342511920082,0.006026535442087538
latin_america,4,0.05692384206900103,-0.4684094120171567,0.5384214450251168,0.006311416198863122
latin_america,5,0.09238811569791672,-0.4506119524489427,0.5567696022326318,0.006525690057727119
latin_america,6,0.1190555087448919,-0.43734058366519113,0.5706944343029763,0.00668827213818328
latin_america,7,0.1393432740555478,-0.427354263226043,0.5814103782438185,0.006813367545965015
latin_america,8,0.15500479504825249,-0.41974703627551957,0.589794059016957,0.006911224127740222
latin_america,9,0.167302758975707,-0.41386538454025734,0.5964765326432531,0.00698921588187035
latin_america,10,0.17714532170958197,-0.4092388745681075,0.601911730839011,0.007052645418195863
latin_america,11,0.18518538995504485,-0.40552919465425274,0.6064261594212361,0.007105325928097784
latin_america,12,0.19189246592123954,-0.40249311833212564,0.6102548041520883,0.007150001278015488
latin_america,13,0.1976044415065048,-0.3999557257345021,0.6135669897460394,0.0071886483654606806
latin_america,14,0.20256484242466843,-0.3977911078854923,0.6164849623448099,0.007222694293693672
latin_america,15,0.20694956232610862,-0.39590849578416965,0.619097222576448,0.007253172142562616
latin_america,16,0.21088602927000766,-0.39424230553174455,0.6214680819831564,0.007280832587932981
latin_america,17,0.2144669352190265,-0.39274500205235263,0.6236445076331698,0.007306223831284661
latin_america,18,0.21776006539063752,-0.391381987341477,0.6256610221537784,0.007329748812327158
latin_america,19,0.22081533293659694,-0.3901279407854896,0.6275432106882972,0.007351706151227112
latin_america,20,0.22366981261452423,-0.38896419990473996,0.6293102305396481,0.00737231944484711
latin_america,21,0.22635134248496502,-0.3878768860378412,0.630976607164313,0.007391758230618791
latin_america,22,0.22888110122643024,-0.3868555631356685,0.6325535196615384,0.00741015299058368
latin_america,23,0.231275452823565,-0.3858922779383156,0.634049721152552,0.007427605893383717
latin_america,24,0.23354726736997122,-0.384980872927565,0.6354721980667666,0.00744419848865728
latin_america,25,0.23570686728009438,-0.38411649434823003,0.6368266427277058,0.0074599972223235635
latin_america,26,0.23776270566497892,-0.3832952397173073,0.6381177924330794,0.007475057393707149
latin_america,27,0.2397218531925871,-0.38251390507691996,0.6393496730598303,0.007489425998415817
latin_america,28,0.2415903479928927,-0.381769803572074,0.6405257743815618,0.007503143774292594
latin_america,29,0.24337344760567703,-0.3810606350393986,0.6416491765326882,0.0075162466772629955
latin_america,30,0.24507581084760588,-0.38038439208275543,0.6427226415114617,0.00752876694920358
sub_saharan_africa,1,0.9687981378437627,0.21592083784727212,0.7798850768884424,0.009127070171872653
sub_saharan_africa,2,-0.6576000641037583,-1.211644795906086,0.5783236239494061,0.006777335346393391
sub_saharan_africa,3,-0.5474918987041777,-1.1587901456733052,0.6395936731288687,0.007492271976991413
sub_saharan_africa,4,-0.43954202829750155,-1.0983958006492656,0.690562196673361,0.008086556959282289
sub_saharan_africa,5,-0.3559902996259301,-1.0519496721849597,0.7304622829460206,0.008551502735126549
sub_saharan_africa,6,-0.2912178522625597,-1.0163865450947274,0.7619592318014901,0.00891835353711235
sub_saharan_africa,7,-0.2404343137433762,-0.9888981884490389,0.7871378035466448,0.009211501888104526
sub_saharan_africa,8,-0.20009433168960422,-0.9674093746368295,0.8075540189587338,0.009449130765994483
sub_saharan_africa,9,-0.16758270885240956,-0.9503945635421451,0.8243668573385321,0.009644770450325437
sub_saharan_africa,10,-0.14096694019440914,-0.9367298742348096,0.8384396567566066,0.009808492354004888
sub_saharan_africa,11,-0.11881635533416146,-0.9255855336618546,0.8504158762544289,0.009947798558466283
sub_saharan_africa,12,-0.10006987864649153,-0.9163476941999371,0.860775536240288,0.010068283126010921
sub_saharan_africa,13,-0.08393906798513928,-0.9085613780296042,0.8698772094753116,0.010174123341948322
sub_saharan_africa,14,-0.06983685514899696,-0.9018887028411582,0.8779892341340467,0.010268444434273962
sub_saharan_africa,15,-0.05732507887291627,-0.8960782165688741,0.8853129010519378,0.010353590265012036
sub_saharan_africa,16,-0.04607579841978682,-0.8909423409888872,0.8919996715961886,0.010431324191253756
sub_saharan_africa,17,-0.035842735632551914,-0.8863407533752476,0.8981639594119573,0.010502978091827262
sub_saharan_africa,18,-0.02644017447310798,-0.8821681275413495,0.9038926174514073,0.010569562930755427
sub_saharan_africa,19,-0.01772735904050915,-0.8783450815868066,0.9092519790540043,0.010631850786032336
sub_saharan_africa,20,-0.009596950027779272,-0.8748114880495206,0.914293083739115,0.010690435712676576
sub_saharan_africa,21,-0.00196647922462434,-0.8715215265176379,0.9190555560449232,0.01074577890757647
sub_saharan_africa,22,0.005227979811028849,-0.8684400226298572,0.9235704850602877,0.010798242231939231
sub_saharan_africa,23,0.012036502022938489,-0.8655397374551677,0.9278625626323311,0.01084811309948581
sub_saharan_africa,24,0.01849878837797414,-0.8627993594168215,0.9319516716551624,0.010895622961253713
sub_saharan_africa,25,0.024646745746148557,-0.8602020158034018,0.9358540664273329,0.010940961041315487
sub_saharan_africa,26,0.030506402165064728,-0.8577341687097118,0.9395832503948931,0.010984284550118602
sub_saharan_africa,27,0.036099329879424324,-0.8553847955087512,0.9431506293931857,0.011025726285053588
sub_saharan_africa,28,0.041443703726307124,-0.8531447799874914,0.9465659983191266,0.011065400292721728
sub_saharan_africa,29,0.046555089298361274,-0.851006459503334,0.9498379041991134,0.011103406093023434
sub_saharan_africa,30,0.05144703079621449,-0.8489632877330622,0.9529739175160312,0.011139831835913747
fsu_central_asia,1,0.44796834690079557,-0.47830403695819923,0.9703029755158132,0.010958668912684159
fsu_central_asia,2,-0.3248898886399565,-1.1763778957513016,0.8966305855934609,0.010131306526563856
fsu_central_asia,3,-0.16512281277741847,-1.0812595695624427,0.9664618646121115,0.010915551036496069
fsu_central_asia,4,-0.03397131303972678,-1.0000496337295273,1.0204819985635494,0.011521755848945206
fsu_central_asia,5,0.06336030281614002,-0.9400759368542344,1.060993300417712,0.011976097248292756
fsu_central_asia,6,0.13598395124584384,-0.8956642193954867,1.0916516469860804,0.012319782586615752
fsu_central_asia,7,0.19076969735458693,-0.8624676610885396,1.1151553917396084,0.01258317416719659
fsu_central_asia,8,0.2326592485622503,-0.8373625425440623,1.1334575044307904,0.01278822062815907
fsu_central_asia,9,0.2652023675944859,-0.8181079252498558,1.1479687395897331,0.01295076283628365
fsu_central_asia,10,0.29095005756646364,-0.8030951799671615,1.1597074280187414,0.013082227775681864
fsu_central_asia,11,0.31173666063799566,-0.7911687392587186,1.1694084512558822,0.013190857731740892
fsu_central_asia,12,0.3288821190824298,-0.7814978644867687,1.1776022179283308,0.013282599475105492
fsu_central_asia,13,0.3433370350353293,-0.7734848370525849,1.1846717616054159,0.013361746259673101
fsu_central_asia,14,0.35578674257883414,-0.7666991784375021,1.1908939527538687,0.013431400747756304
fsu_central_asia,15,0.36672599805427364,-0.7608304897078866,1.1964692104980967,0.013493808513312753
fsu_central_asia,16,0.3765125989523055,-0.7556546227105332,1.2015429062623095,0.013550598158842903
fsu_central_asia,17,0.3854058852064357,-0.7510094042858406,1.2062207739595099,0.013602954123290207
fsu_central_asia,18,0.39359439079776903,-0.746777210088978,1.2105800008611167,0.013651741014130416
fsu_central_asia,19,0.4012157065673372,-0.7428724520363139,1.2146772078453827,0.01369759304623048
fsu_central_asia,20,0.4083707503827583,-0.7392325919072906,1.2185541905994857,0.013740978373837918
fsu_central_asia,21,0.4151340208778054,-0.7358116861515551,1.2222420497008057,0.013782245362083966
fsu_central_asia,22,0.42156096634614615,-0.7325757480966866,1.225764161689047,0.013821655869131925
fsu_central_asia,23,0.42769328132368223,-0.7294994152790446,1.2291383165075054,0.01385940918733714
fsu_central_asia,24,0.4335627143960852,-0.7265635541500948,1.2323782554123808,0.013895659267576103
fsu_central_asia,25,0.43919380636084915,-0.7237535381123483,1.235494777740298,0.013930527113912445
fsu_central_asia,26,0.4446058598155278,-0.721058009267006,1.2384965376381007,0.013964109705603312
fsu_central_asia,27,0.44981435645891077,-0.7184679876869104,1.2413906178452505,0.013996486422152465
fsu_central_asia,28,0.4548319774919318,-0.7159762303950545,1.24418294315094,0.014027723672917462
fsu_central_asia,29,0.4596693387609263,-0.7135767697795115,1.2468785785540115,0.014057878235625335
fsu_central_asia,30,0.4643355208587052,-0.7112645809651541,1.2494819445015182,0.014086999666394324
